,covid,covid19,litcovid,thcovid,healthcare,healthcares,innovation,innovationand,innovations,20policy,policy,policymaker,policymakers,policymaking
915,3,0,0,0,0,0,1,0,0,0,0,0,0,0
916,1,0,0,0,0,0,1,0,0,0,1,0,0,0
917,3,0,0,0,0,0,4,0,0,0,0,0,0,0
918,1,0,0,0,0,0,3,0,0,0,0,0,0,0
919,1,0,0,0,0,0,1,0,0,0,0,0,0,0
920,2,0,0,0,1,0,0,0,1,0,1,0,0,0
921,4,0,0,0,0,0,0,0,0,0,1,0,0,0
922,1,0,0,0,0,0,1,0,0,0,1,0,0,0
923,1,0,0,0,0,0,1,0,0,0,1,0,0,0
924,1,0,0,0,0,0,11,0,0,0,3,0,0,0
925,1,0,0,0,0,0,0,0,0,0,0,0,0,0
926,5,0,0,0,0,0,0,0,1,0,0,0,0,0
927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,2,0,0,0,0,0,1,0,0,0,1,0,0,0
929,1,0,0,0,0,0,4,0,0,0,6,0,0,0
930,2,0,0,0,0,0,0,0,0,0,0,0,0,0
931,2,0,0,0,5,0,1,0,1,0,1,0,0,0
932,2,0,0,0,0,0,0,0,0,0,1,0,0,0
933,4,0,0,0,0,0,1,0,0,0,1,0,1,0
934,4,0,0,0,0,0,1,0,0,0,1,0,0,0
935,1,0,0,0,0,0,1,0,0,0,1,0,0,0
936,2,0,0,0,0,0,1,0,0,0,1,0,0,0
937,1,0,0,0,0,0,4,0,0,0,0,0,1,0
938,1,0,0,0,1,0,1,0,0,0,0,0,0,0
939,2,0,0,0,0,0,1,0,0,0,2,0,0,0
940,1,0,0,0,0,0,1,0,0,0,1,0,0,0
941,6,0,0,0,0,0,1,0,0,0,1,0,1,0
942,2,0,0,0,0,0,2,0,4,0,1,0,0,0
943,1,0,0,0,0,0,2,0,0,0,2,0,0,0
944,1,0,0,0,0,0,1,0,0,0,6,0,0,1
945,1,0,0,0,0,0,0,0,0,0,1,0,0,0
946,1,0,0,0,0,0,0,0,1,0,0,0,0,0
947,1,0,0,0,0,0,1,0,0,0,1,0,0,0
948,1,0,0,0,0,0,0,0,1,0,0,0,0,0
949,2,0,0,0,0,0,1,0,0,0,0,0,0,1
950,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,1,0,0,0,0,0,1,0,1,0,2,0,0,0
952,1,0,0,0,0,0,0,0,0,0,0,0,0,0
953,2,0,0,0,1,0,1,0,0,0,0,0,0,0
954,6,0,0,0,0,0,0,0,0,0,0,0,3,0
955,1,0,0,0,0,0,0,0,0,0,1,0,0,0
956,5,0,0,0,0,0,1,0,0,0,1,0,0,0
957,1,0,0,0,0,0,1,0,1,0,0,0,0,0
958,1,0,0,0,0,0,0,0,1,0,1,0,0,0
959,2,0,0,0,0,0,0,0,0,0,0,0,0,0
960,3,0,0,0,0,0,0,0,4,0,0,0,0,0
961,3,0,0,0,0,0,0,0,0,0,0,0,0,0
962,2,0,0,0,0,0,1,0,0,0,0,0,0,0
963,2,0,0,0,0,0,1,0,0,0,0,0,0,0
964,0,0,0,0,0,0,0,0,0,0,3,0,0,0
965,3,0,0,0,0,0,1,0,0,0,0,0,0,0
966,1,0,0,0,0,0,0,0,0,0,0,0,0,0
967,1,0,0,0,0,0,1,0,0,0,0,0,0,0
968,0,0,0,0,2,0,1,0,0,0,2,0,0,0
969,1,0,0,0,4,0,0,0,1,0,0,0,0,0
970,2,0,0,0,0,0,1,0,0,0,0,0,0,0
971,9,0,0,0,0,0,1,0,0,0,2,0,0,0
972,1,0,0,0,0,0,1,0,0,0,0,0,0,0
973,6,0,0,0,1,0,0,0,1,0,2,0,0,0
974,2,0,0,0,0,0,1,0,0,0,0,0,0,0
975,1,0,0,0,0,0,0,0,1,0,0,0,0,0
976,2,0,0,0,0,0,4,0,0,0,6,0,0,0
977,1,0,0,0,0,0,1,0,0,0,1,0,0,0
978,1,0,0,0,0,0,1,0,0,0,2,0,0,0
979,5,0,0,0,0,0,2,0,0,0,1,0,0,0
980,1,0,0,0,0,0,5,0,1,0,2,0,0,0
981,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,3,0,0,0,0,0,1,0,0,0,2,0,0,0
983,1,0,0,0,0,0,0,0,1,0,1,0,0,0
984,5,0,0,0,0,0,0,0,0,0,0,0,0,0
985,2,0,0,0,0,0,3,0,3,0,0,0,0,0
986,1,0,0,0,0,0,1,0,0,0,1,0,0,0
987,3,0,0,0,0,0,1,0,3,0,0,0,0,0
988,6,0,0,0,0,0,0,0,1,0,1,0,0,0
989,1,0,0,0,0,0,0,0,1,0,1,0,1,0
990,2,0,0,0,0,0,1,0,0,0,0,0,0,0
991,3,0,0,0,0,0,0,0,1,0,1,0,0,0
992,1,0,0,0,0,0,0,0,1,0,0,0,0,0
993,0,0,0,0,0,0,1,0,0,0,1,0,0,0
994,1,0,0,0,0,0,1,0,1,0,0,0,0,0
995,2,0,0,0,0,0,1,0,0,0,0,0,0,0
996,2,0,0,0,0,0,0,0,1,0,1,0,0,0
997,2,0,0,0,0,0,1,0,0,0,1,0,0,0
998,2,0,0,0,3,0,0,0,0,0,0,0,0,0
999,4,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,5,0,0,0,0,0,1,0,0,0,1,0,0,0
1001,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1002,8,0,0,0,0,0,1,0,0,0,2,0,0,0
1003,3,0,0,0,0,0,5,0,0,0,1,0,0,0
1004,3,0,0,0,0,0,1,0,0,0,2,0,0,0
1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,3,0,0,0,0,0,2,0,0,0,1,0,0,0
1007,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1008,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1009,1,0,0,0,0,0,1,0,0,0,3,0,0,0
1010,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1011,3,0,0,0,0,0,0,0,0,0,1,0,0,0
1012,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,1,0,0,0,0,0,2,0,1,0,3,0,0,0
1016,3,0,0,0,4,0,1,0,0,0,0,0,0,0
1017,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1018,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1019,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1020,1,0,0,0,0,0,2,0,0,0,1,0,0,0
1021,4,0,0,0,0,0,1,0,0,0,1,0,0,0
1022,2,0,0,0,0,0,0,0,0,0,4,0,0,0
1023,4,0,0,0,0,0,0,0,1,0,13,0,0,0
1024,2,0,0,0,0,0,1,0,0,0,1,0,0,0
1025,0,0,0,0,3,0,0,0,1,0,0,0,0,0
1026,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1029,2,0,0,0,0,0,1,0,0,0,1,0,0,0
1030,2,0,0,0,0,0,1,0,0,0,1,0,0,0
1031,1,0,0,0,0,0,1,0,0,0,3,0,0,0
1032,1,0,0,0,0,0,2,0,0,0,2,0,0,0
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1036,1,0,0,0,0,0,0,0,0,0,2,0,0,0
1037,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1038,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1040,1,0,0,0,0,0,3,0,0,0,2,0,0,0
1041,1,0,0,0,0,0,1,0,0,0,3,0,0,0
1042,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1043,10,0,0,0,0,0,0,0,0,0,1,0,0,0
1044,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1045,3,0,0,0,1,0,1,0,0,0,1,0,0,1
1046,1,0,0,0,2,0,0,0,1,0,0,0,0,0
1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,5,0,0,0,0,0,0,0,1,0,0,0,0,0
1049,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1050,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1052,5,0,0,0,0,0,5,0,1,0,0,0,0,0
1053,3,0,0,0,0,0,2,0,0,0,0,0,0,0
1054,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1055,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1056,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1057,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1058,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1059,4,0,0,0,0,0,7,0,0,0,0,0,0,0
1060,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1061,1,0,0,0,0,0,1,0,0,0,4,0,0,0
1062,1,0,0,0,0,0,6,0,0,0,0,0,0,0
1063,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1064,3,0,0,0,0,0,7,0,6,0,3,0,0,0
1065,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1066,4,0,0,0,0,0,1,0,1,0,1,0,0,0
1067,4,0,0,0,0,0,0,0,0,0,1,0,0,0
1068,6,0,0,0,0,0,0,0,1,0,4,0,0,0
1069,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1070,1,0,0,0,0,0,3,0,0,0,1,0,0,0
1071,3,0,0,0,0,0,1,0,0,0,0,0,0,0
1072,1,0,0,0,3,0,1,0,1,0,0,0,0,0
1073,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1074,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1075,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1076,2,0,0,0,0,0,0,0,1,0,3,0,0,0
1077,6,0,0,0,1,0,0,0,1,0,5,0,0,0
1078,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1079,1,0,0,0,0,0,0,0,1,0,2,0,0,0
1080,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,0,1,0,0,0,0,6,0,0,0,0,0,0,0
1082,2,0,0,0,0,0,4,0,0,0,0,0,0,0
1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,1,0,0,0,0,0,7,0,0,0,4,0,0,0
1085,1,0,0,0,0,0,0,0,3,0,2,0,0,0
1086,2,0,0,0,1,0,1,0,0,0,0,0,0,0
1087,3,0,0,0,0,0,1,0,0,0,0,0,0,0
1088,4,0,0,0,4,0,0,0,0,0,1,0,0,0
1089,1,0,0,0,3,0,1,0,0,0,1,0,0,0
1090,1,0,0,0,0,0,1,0,0,0,0,0,2,0
1091,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1092,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1093,2,0,0,0,0,0,0,0,2,0,1,0,1,0
1094,0,0,0,0,0,0,0,0,1,0,7,0,0,0
1095,4,0,0,0,0,0,0,0,1,0,1,0,0,0
1096,4,0,0,0,1,0,0,0,0,0,1,0,0,0
1097,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1098,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,2,0,0,0,2,0,1,0,0,0,1,0,0,0
1100,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1101,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1102,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1103,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1104,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1105,3,0,0,0,0,0,0,0,1,0,1,0,0,0
1106,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1107,1,0,0,0,0,0,1,0,0,0,3,0,1,0
1108,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1109,0,0,0,0,0,0,0,0,1,0,2,0,0,0
1110,1,0,0,0,0,0,0,0,1,0,3,0,0,0
1111,5,0,0,0,0,0,3,0,0,0,0,0,0,0
1112,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1113,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1114,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1115,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1117,1,0,0,0,0,0,4,0,1,0,0,0,0,0
1118,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1119,2,0,0,0,8,0,4,0,0,0,0,0,0,0
1120,2,0,0,0,1,0,5,0,0,0,2,0,0,0
1121,2,0,0,0,0,0,0,0,0,0,2,0,0,0
1122,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1123,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1124,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1125,2,0,0,0,0,0,0,0,1,0,2,0,0,0
1126,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1127,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1128,0,0,0,0,0,0,1,0,0,0,2,0,0,0
1129,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1130,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1131,1,0,0,0,0,0,0,0,2,0,1,0,0,0
1132,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1133,4,0,0,0,0,0,1,0,0,0,1,0,0,0
1134,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1135,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1136,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1138,5,0,0,0,0,0,1,0,0,0,2,0,0,0
1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1141,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1142,2,0,0,0,0,0,1,0,0,0,0,0,1,0
1143,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1144,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,2,0,0,0,0,0,1,0,0,0,1,0,0,0
1146,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1148,1,0,0,0,0,0,1,0,0,0,8,0,0,0
1149,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1150,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1151,1,0,0,0,0,0,0,0,3,0,1,0,0,0
1152,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1153,2,0,0,0,0,0,0,0,0,0,1,0,0,0
1154,4,0,0,0,0,0,0,0,0,0,1,0,0,0
1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,6,0,0,0,0,0,2,0,1,0,2,0,0,0
1157,1,0,0,0,4,0,1,0,0,0,0,0,0,0
1158,1,0,0,0,0,0,0,0,1,0,3,0,0,0
1159,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1160,3,0,0,0,0,0,0,0,1,0,1,0,0,0
1161,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1162,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1163,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1164,1,0,0,0,0,0,2,0,0,0,2,0,0,0
1165,0,0,0,0,0,0,1,0,0,0,2,0,0,0
1166,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1167,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168,2,0,0,0,0,0,9,0,0,0,0,0,0,0
1169,2,0,0,0,0,0,7,0,0,0,0,0,0,0
1170,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1171,1,0,0,0,0,0,2,0,0,0,2,0,0,0
1172,2,0,0,0,0,0,1,0,0,0,2,0,0,0
1173,3,0,0,0,0,0,1,0,0,0,0,0,0,0
1174,4,0,0,0,0,0,1,0,0,0,0,0,0,0
1175,3,0,0,0,0,0,3,0,0,0,3,0,0,0
1176,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1177,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1178,1,0,0,0,0,0,3,0,0,0,0,0,0,0
1179,1,0,0,0,0,0,2,0,0,0,0,0,0,0
1180,1,0,0,0,0,0,3,0,1,0,1,0,0,0
1181,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1182,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1183,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1184,5,0,0,0,0,0,1,0,0,0,2,0,0,0
1185,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,0,0,0,0,0,0,3,0,0,0,1,0,0,0
1188,1,0,0,0,0,0,3,0,0,0,1,0,0,0
1189,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1190,2,0,0,0,0,0,1,0,0,0,1,0,0,0
1191,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1192,1,0,0,0,0,0,3,0,1,0,1,0,0,0
1193,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1194,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1195,1,0,0,0,0,0,1,0,0,0,2,0,0,0
1196,2,0,0,0,0,0,0,0,1,0,2,0,0,0
1197,1,0,0,0,0,0,2,0,0,0,1,0,0,0
1198,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,1,0,0,0,0,0,4,0,0,0,1,0,0,0
1200,1,0,0,0,0,0,1,0,1,0,2,0,0,0
1201,1,0,0,0,0,0,2,0,0,0,1,0,0,0
1202,3,0,0,0,0,0,1,0,0,0,0,0,1,0
1203,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1205,2,0,0,0,0,0,0,0,1,0,1,0,0,0
1206,2,0,0,0,0,0,1,0,0,0,1,0,0,0
1207,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1208,2,0,0,0,0,0,1,0,0,0,2,0,0,0
1209,4,0,0,0,0,0,0,0,2,0,1,0,0,0
1210,1,0,0,0,0,0,1,0,0,0,5,0,0,0
1211,7,0,0,0,1,0,5,0,0,0,0,0,0,0
1212,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1213,2,0,0,0,0,0,13,0,3,0,0,0,1,0
1214,2,0,0,0,1,0,1,0,0,0,1,0,0,0
1215,1,0,0,0,2,0,0,0,0,0,1,0,0,0
1216,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1217,4,0,0,0,0,0,1,0,0,0,0,0,0,0
1218,2,0,0,0,1,0,0,0,2,0,1,0,0,0
1219,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1220,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1221,3,0,0,0,0,0,1,0,0,0,2,0,0,0
1222,2,0,0,0,0,0,3,0,0,0,1,0,0,0
1223,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1224,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1225,2,0,0,0,0,0,0,0,2,0,1,0,0,0
1226,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1227,5,0,0,0,0,0,1,0,0,0,1,0,0,0
1228,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1229,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1230,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1231,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1232,2,0,0,0,0,0,1,0,0,0,1,0,0,0
1233,1,0,0,0,0,0,2,0,0,0,0,0,0,0
1234,2,0,0,0,0,0,0,0,5,0,0,0,0,0
1235,3,0,0,0,0,0,1,0,0,0,0,0,0,0
1236,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1237,1,0,0,0,0,0,0,0,4,0,0,0,0,0
1238,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1239,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1240,0,0,0,0,0,0,0,0,2,0,1,0,0,0
1241,1,0,0,0,0,0,3,0,0,0,1,0,0,0
1242,3,0,0,0,0,0,2,0,0,0,1,0,0,0
1243,3,0,0,0,0,0,0,0,1,0,4,0,0,0
1244,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1245,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1246,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1247,2,0,0,0,0,0,1,0,0,0,1,0,0,0
1248,2,0,0,0,0,0,1,0,0,0,1,0,0,0
1249,5,0,0,0,0,0,2,0,0,0,1,0,0,0
1250,1,0,0,0,0,0,4,0,2,0,0,0,0,0
1251,1,0,0,0,0,0,2,0,0,0,1,0,0,0
1252,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1253,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1254,2,0,0,0,0,0,2,0,1,0,1,0,0,0
1255,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1256,3,0,0,0,0,0,1,0,0,0,2,0,0,0
1257,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1258,2,0,0,0,12,0,2,0,0,0,1,0,0,0
1259,2,0,0,0,7,0,2,0,0,0,0,0,0,0
1260,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1261,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1262,2,0,0,0,0,0,1,0,0,0,1,0,0,0
1263,3,0,0,0,0,0,1,0,0,0,0,0,0,0
1264,4,0,0,0,0,0,0,0,1,0,1,0,0,0
1265,5,0,0,0,0,0,0,0,0,0,1,0,1,0
1266,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1267,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1268,6,0,0,0,0,0,0,0,1,0,0,0,0,0
1269,1,0,0,0,0,0,2,0,1,0,1,0,0,0
1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1272,5,0,0,0,0,0,1,0,0,0,0,0,0,0
1273,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1274,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1275,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1276,4,0,0,0,0,0,1,0,0,0,1,0,0,0
1277,2,0,0,0,0,0,2,0,0,0,2,0,0,0
1278,1,0,0,0,5,0,1,0,0,0,1,0,0,0
1279,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1280,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,5,0,0,0,0,0,0,0,2,0,0,0,0,0
1282,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1283,0,0,0,0,0,0,2,0,0,0,1,0,0,0
1284,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1285,3,0,0,0,0,0,6,0,0,0,8,0,0,0
1286,2,0,0,0,0,0,1,0,0,0,1,0,0,0
1287,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1288,2,0,0,0,0,0,0,0,0,0,0,0,1,1
1289,2,0,0,0,0,0,0,0,1,0,1,0,0,0
1290,6,0,0,0,0,0,0,0,1,0,1,0,0,0
1291,1,0,0,0,0,0,4,0,0,0,1,0,0,0
1292,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1293,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,1,0,0,0,3,0,1,0,0,0,0,0,0,0
1295,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,2,0,0,0,0,0,4,0,0,0,3,0,0,0
1297,1,0,0,0,2,0,0,0,1,0,0,0,0,0
1298,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1299,1,0,0,0,0,0,0,0,2,0,1,0,0,0
1300,3,0,0,0,0,0,0,0,1,0,1,0,0,0
1301,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1302,1,0,0,0,0,0,1,0,0,0,5,0,0,0
1303,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1304,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1305,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,3,0,0,0,0,0,0,0,1,0,0,0,0,0
1307,4,0,0,0,0,0,1,0,0,0,0,0,1,0
1308,1,0,0,0,2,0,0,0,0,0,1,0,1,0
1309,1,0,0,0,1,0,0,0,0,0,0,0,2,0
1310,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,0,0,0,0,0,0,3,0,0,0,2,0,0,0
1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1314,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1315,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1316,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,4,0,0,0,0,0,1,0,0,0,1,0,0,0
1319,2,0,0,0,2,0,0,0,1,0,0,0,0,0
1320,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1321,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1322,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1323,1,0,0,0,0,0,2,0,0,0,0,0,0,0
1324,2,0,0,0,0,0,1,0,0,0,1,0,0,0
1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,0,0,0,0,2,0,0,0,0,0,3,0,0,0
1327,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,1,0,0,0,0,0,3,0,0,0,0,0,0,0
1329,2,0,0,0,0,0,0,0,2,0,1,0,0,0
1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1332,3,0,0,0,0,0,0,0,1,0,2,0,0,0
1333,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1334,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1335,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1336,1,0,0,0,0,0,1,0,0,0,2,0,0,0
1337,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,2,0,0,0,1,0,1,0,1,0,1,0,0,0
1341,3,0,0,0,0,0,1,0,0,0,0,0,0,0
1342,1,0,0,0,0,0,2,0,1,0,2,0,0,0
1343,2,0,0,0,0,0,1,0,0,0,2,0,0,0
1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,1,0,0,0,2,0,1,0,0,0,1,0,0,0
1346,1,0,0,0,0,0,3,0,0,0,1,0,0,0
1347,2,0,0,1,0,0,1,0,0,0,1,0,0,0
1348,4,0,0,0,0,0,0,0,0,0,1,0,0,0
1349,2,0,0,0,0,0,0,0,1,0,1,0,0,0
1350,1,0,0,0,0,0,2,0,0,0,0,0,0,0
1351,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1353,4,0,0,0,0,0,2,0,1,0,1,0,0,0
1354,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1355,3,0,0,0,0,0,0,0,0,0,4,0,0,0
1356,1,0,0,0,0,0,0,0,1,0,2,0,0,0
1357,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1358,1,0,0,0,0,0,3,0,0,0,1,0,0,0
1359,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1360,2,0,0,0,1,0,0,0,1,0,1,0,0,0
1361,1,0,0,0,0,0,2,0,0,0,0,0,0,0
1362,2,0,0,0,0,0,1,0,0,0,1,0,0,0
1363,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1364,0,0,0,0,3,0,0,0,1,0,0,0,0,0
1365,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1366,1,0,0,0,0,0,5,0,0,0,0,0,0,0
